layer, FSRAM required per lane (bytes), ISRAM required per lane (bytes),,,,,,,,,,,,,,,,,,,,,,,,
Conv1,363,22473,,,,,,,,,,,,,,,,,,,,,,,,
Conv2,2400,52800,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,2304,20736,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,3456,14976,,,,,,,,,,,,,,,,,,,,,,,,
Conv5,3456,14976,,,,,,,,,,,,,,,,,,,,,,,,
max,3456,52800,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
layer,round,phase,run cycles,filter stalls,IF stalls,MACops,ISRAM read (bytes),FSRAM read (bytes),ISRAM write (bytes),FSRAM write (bytes),DRAM read (bytes), DRAM write (bytes),h lanes, v lanes, isram read energy(pJ), fsram read energy (pJ), isram write energy(pJ), fsram write energy (pJ), dram read energy (pJ), dram write energy (pJ), mac op energy (pJ), energy (pJ), start cycle offset,ISRAM write preload (bytes), ISRAM write preload energy (pJ),
Conv2,0,73,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,175200,0,0.0,
Conv2,0,74,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,177600,0,0.0,
Conv2,0,75,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,180000,0,0.0,
Conv2,0,76,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,182400,0,0.0,
Conv2,0,77,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,184800,0,0.0,
Conv2,0,78,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,187200,0,0.0,
Conv2,0,79,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,189600,0,0.0,
Conv2,0,80,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,192000,0,0.0,
Conv2,0,81,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,194400,0,0.0,
Conv2,0,82,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,196800,0,0.0,
Conv2,0,83,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,199200,0,0.0,
Conv2,0,84,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,201600,0,0.0,
Conv2,0,85,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,204000,0,0.0,
Conv2,0,86,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,206400,0,0.0,
Conv2,0,87,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,208800,0,0.0,
Conv2,0,88,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,211200,0,0.0,
Conv2,0,89,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,213600,0,0.0,
Conv2,0,90,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,216000,0,0.0,
Conv2,0,91,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,218400,0,0.0,
Conv2,0,92,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,220800,0,0.0,
Conv2,0,93,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,223200,0,0.0,
Conv2,0,94,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,225600,0,0.0,
Conv2,0,95,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,228000,0,0.0,
Conv2,0,96,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,230400,0,0.0,
Conv2,0,97,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,232800,0,0.0,
Conv2,0,98,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,235200,0,0.0,
Conv2,0,99,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,237600,0,0.0,
Conv2,0,100,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,240000,0,0.0,
Conv2,0,101,2910,0,0,156057600,609600,614400,195072,0,0,0,256,254,9258360.96,3087022.08,1411716.5568,0.0,0.0,0.0,62423040.0,76180139.5968,242400,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv2,0,total,245310,35752,0,15980544000,62424000,62668800,19975680,614400,614400,0,,,948070742.4,314876252.16,144561998.592,1674842.112,61440000.0,0.0,6392217600.0,7861166593.15,35752,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,0,0,2810,34312,0,147456000,576000,589824,192000,589824,589824,0,256,250,8748057.6,2963541.1968,1389484.8,1607848.42752,58982400.0,0.0,58982400.0,132673732.024,0,0,0.0,
Conv3,0,1,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,2304,0,0.0,
Conv3,0,2,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,4608,0,0.0,
Conv3,0,3,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,6912,0,0.0,
Conv3,0,4,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,9216,0,0.0,
Conv3,0,5,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,11520,0,0.0,
Conv3,0,6,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,13824,0,0.0,
Conv3,0,7,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,16128,0,0.0,
Conv3,0,8,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,18432,0,0.0,
Conv3,0,9,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,20736,0,0.0,
Conv3,0,10,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,23040,0,0.0,
Conv3,0,11,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,25344,0,0.0,
Conv3,0,12,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,27648,0,0.0,
Conv3,0,13,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,29952,0,0.0,
Conv3,0,14,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,32256,0,0.0,
Conv3,0,15,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,34560,0,0.0,
Conv3,0,16,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,36864,0,0.0,
Conv3,0,17,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,39168,0,0.0,
Conv3,0,18,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,41472,0,0.0,
Conv3,0,19,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,43776,0,0.0,
Conv3,0,20,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,46080,0,0.0,
Conv3,0,21,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,48384,0,0.0,
Conv3,0,22,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,50688,0,0.0,
Conv3,0,23,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,52992,0,0.0,
Conv3,0,24,2810,0,0,147456000,576000,589824,192000,0,0,0,256,250,8748057.6,2963541.1968,1389484.8,0.0,0.0,0.0,58982400.0,72083483.5968,55296,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,0,total,58106,34312,0,3686400000,14400000,14745600,4800000,589824,589824,0,,,218701440.0,74088529.92,34737120.0,1607848.42752,58982400.0,0.0,1474560000.0,1861069489.92,34312,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,1,0,2682,16008,0,73728000,576000,294912,96000,294912,294912,0,128,250,8748057.6,1481770.5984,694742.4,803924.21376,29491200.0,0.0,29491200.0,70710894.8122,58106,0,0.0,
Conv3,1,1,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,60410,0,0.0,
Conv3,1,2,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,62714,0,0.0,
Conv3,1,3,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,65018,0,0.0,
Conv3,1,4,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,67322,0,0.0,
Conv3,1,5,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,69626,0,0.0,
Conv3,1,6,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,71930,0,0.0,
Conv3,1,7,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,74234,0,0.0,
Conv3,1,8,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,76538,0,0.0,
Conv3,1,9,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,78842,0,0.0,
Conv3,1,10,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,81146,0,0.0,
Conv3,1,11,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,83450,0,0.0,
Conv3,1,12,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,85754,0,0.0,
Conv3,1,13,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,88058,0,0.0,
Conv3,1,14,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,90362,0,0.0,
Conv3,1,15,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,92666,0,0.0,
Conv3,1,16,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,94970,0,0.0,
Conv3,1,17,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,97274,0,0.0,
Conv3,1,18,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,99578,0,0.0,
Conv3,1,19,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,101882,0,0.0,
Conv3,1,20,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,104186,0,0.0,
Conv3,1,21,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,106490,0,0.0,
Conv3,1,22,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,108794,0,0.0,
Conv3,1,23,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,111098,0,0.0,
Conv3,1,24,2682,0,0,73728000,576000,294912,96000,0,0,0,128,250,8748057.6,1481770.5984,694742.4,0.0,0.0,0.0,29491200.0,40415770.5984,113402,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv3,1,total,57978,16008,0,1843200000,14400000,7372800,2400000,294912,294912,0,,,218701440.0,37044264.96,17368560.0,803924.21376,29491200.0,0.0,737280000.0,1039885464.96,16008,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,0,0,3822,51592,0,97320960,380160,884736,84480,884736,884736,0,256,110,5773718.016,4445311.7952,611373.312,2411772.64128,88473600.0,0.0,38928384.0,140644159.764,0,0,0.0,
Conv4,0,1,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,3456,0,0.0,
Conv4,0,2,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,6912,0,0.0,
Conv4,0,3,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,10368,0,0.0,
Conv4,0,4,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,13824,0,0.0,
Conv4,0,5,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,17280,0,0.0,
Conv4,0,6,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,20736,0,0.0,
Conv4,0,7,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,24192,0,0.0,
Conv4,0,8,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,27648,0,0.0,
Conv4,0,9,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,31104,0,0.0,
Conv4,0,10,3822,0,0,97320960,380160,884736,84480,0,0,0,256,110,5773718.016,4445311.7952,611373.312,0.0,0.0,0.0,38928384.0,49758787.1232,34560,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,0,total,38382,51592,0,1070530560,4181760,9732096,929280,884736,884736,0,,,63510898.176,48898429.7472,6725106.432,2411772.64128,88473600.0,0.0,428212224.0,635820258.355,51592,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,1,0,3694,24072,0,48660480,380160,442368,42240,442368,442368,0,128,110,5773718.016,2222655.8976,305686.656,1205886.32064,44236800.0,0.0,19464192.0,73208938.8902,38382,0,0.0,
Conv4,1,1,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,41838,0,0.0,
Conv4,1,2,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,45294,0,0.0,
Conv4,1,3,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,48750,0,0.0,
Conv4,1,4,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,52206,0,0.0,
Conv4,1,5,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,55662,0,0.0,
Conv4,1,6,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,59118,0,0.0,
Conv4,1,7,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,62574,0,0.0,
Conv4,1,8,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,66030,0,0.0,
Conv4,1,9,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,69486,0,0.0,
Conv4,1,10,3694,0,0,48660480,380160,442368,42240,0,0,0,128,110,5773718.016,2222655.8976,305686.656,0.0,0.0,0.0,19464192.0,27766252.5696,72942,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv4,1,total,38254,24072,0,535265280,4181760,4866048,464640,442368,442368,0,,,63510898.176,24449214.8736,3362553.216,1205886.32064,44236800.0,0.0,214106112.0,349665578.266,24072,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv5,0,0,3822,51592,0,97320960,380160,884736,28160,884736,884736,28160,256,110,5773718.016,4445311.7952,203791.104,2411772.64128,88473600.0,2816000.0,38928384.0,143052577.556,0,0,0.0,
Conv5,0,1,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,3456,0,0.0,
Conv5,0,2,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,6912,0,0.0,
Conv5,0,3,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,10368,0,0.0,
Conv5,0,4,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,13824,0,0.0,
Conv5,0,5,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,17280,0,0.0,
Conv5,0,6,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,20736,0,0.0,
Conv5,0,7,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,24192,0,0.0,
Conv5,0,8,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,27648,0,0.0,
Conv5,0,9,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,31104,0,0.0,
Conv5,0,10,3822,0,0,97320960,380160,884736,28160,0,0,28160,256,110,5773718.016,4445311.7952,203791.104,0.0,0.0,2816000.0,38928384.0,52167204.9152,34560,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Conv5,0,total,38382,51592,0,1070530560,4491520,9732096,309760,884736,884736,309760,,,68215409.152,48898429.7472,2241702.144,2411772.64128,88473600.0,30976000.0,428212224.0,667017365.043,51592,0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
